gesture,direction,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
fist,back,0.5562963485717773,0.6953659057617188,0.43001222610473633,0.7087477445602417,0.3129977285861969,0.7087188959121704,0.24972939491271973,0.7229145169258118,0.2662009596824646,0.72239750623703,0.31576529145240784,0.29160380363464355,0.3057764172554016,0.5855251550674438,0.33799609541893005,0.6606804728507996,0.35257139801979065,0.6015454530715942,0.4870075583457947,0.2864321172237396,0.4622587263584137,0.6171329021453857,0.47697049379348755,0.6721512079238892,0.47693827748298645,0.5930643081665039,0.646389365196228,0.34012991189956665,0.6014776229858398,0.638062596321106,0.5928487181663513,0.685254693031311,0.5913970470428467,0.6310253143310547,0.7797942757606506,0.4250519275665283,0.7374454736709595,0.6396803855895996,0.7174198627471924,0.6846737861633301,0.719814121723175,0.646355152130127
fist,back,0.5652053356170654,0.6622285842895508,0.4361063838005066,0.6810923218727112,0.31590864062309265,0.6920217275619507,0.25132375955581665,0.7175183296203613,0.27644455432891846,0.7220147848129272,0.30877935886383057,0.29711589217185974,0.31066417694091797,0.5888918042182922,0.35527077317237854,0.6478431820869446,0.3730866312980652,0.58082515001297,0.476886123418808,0.29459822177886963,0.4640985131263733,0.6199837923049927,0.48241111636161804,0.6640233993530273,0.48275911808013916,0.5892224311828613,0.634710967540741,0.347724586725235,0.6015689373016357,0.639592170715332,0.5933751463890076,0.6748664379119873,0.5919262170791626,0.6181843280792236,0.7695587873458862,0.42935824394226074,0.7327888011932373,0.6333786249160767,0.7133499383926392,0.671289324760437,0.7142691612243652,0.6305046081542969
fist,back,0.56296706199646,0.6628890037536621,0.4386609196662903,0.6832040548324585,0.3253682553768158,0.6937766075134277,0.25944915413856506,0.7169269919395447,0.26305192708969116,0.7212964296340942,0.3132636845111847,0.29351240396499634,0.3123021125793457,0.5835163593292236,0.3581596612930298,0.6550620794296265,0.37821531295776367,0.5953033566474915,0.48017266392707825,0.290930837392807,0.4655270278453827,0.6160219311714172,0.4866437017917633,0.6818587779998779,0.4906066954135895,0.6220730543136597,0.6348245739936829,0.3453536033630371,0.5998407602310181,0.6361225247383118,0.5962342023849487,0.6959503889083862,0.5994497537612915,0.6568634510040283,0.767579197883606,0.4273919463157654,0.7286880016326904,0.62893146276474,0.7096143960952759,0.6881359815597534,0.711864709854126,0.6653656959533691
fist,back,0.5444895029067993,0.6852917075157166,0.41905584931373596,0.7002427577972412,0.29507601261138916,0.7070330381393433,0.2371954470872879,0.7254772186279297,0.28192347288131714,0.7121593356132507,0.30790138244628906,0.3001045882701874,0.3124633729457855,0.577783465385437,0.33044594526290894,0.6447157859802246,0.3323250114917755,0.5862216949462891,0.4747435748577118,0.29567092657089233,0.46855828166007996,0.6242806315422058,0.45908695459365845,0.6673685312271118,0.44204187393188477,0.5948300361633301,0.6306324601173401,0.3467959761619568,0.6016918420791626,0.6439582109451294,0.5769878625869751,0.6864393949508667,0.5638476610183716,0.6374956965446472,0.7638979554176331,0.4273182153701782,0.72835373878479,0.6329531669616699,0.6974465847015381,0.6816034317016602,0.6890531778335571,0.6570435762405396
fist,back,0.5477511286735535,0.6783155798912048,0.42223092913627625,0.6946263909339905,0.2968270480632782,0.7035129070281982,0.23838697373867035,0.7210326194763184,0.28169262409210205,0.7070294618606567,0.30858930945396423,0.29715749621391296,0.3121887445449829,0.5730492472648621,0.3307431638240814,0.6318559646606445,0.3336170017719269,0.5692921876907349,0.4749765694141388,0.2930348813533783,0.4668729901313782,0.6196208596229553,0.45850735902786255,0.6508740782737732,0.4432920217514038,0.5704177618026733,0.6307101249694824,0.34421536326408386,0.6006104350090027,0.640947699546814,0.57512366771698,0.6705965995788574,0.5619090795516968,0.6117919683456421,0.7635020613670349,0.4252825677394867,0.7256962060928345,0.6302564144134521,0.6934220790863037,0.667443037033081,0.6845260858535767,0.6329882144927979
fist,back,0.5550202131271362,0.6882818937301636,0.4360595643520355,0.7073230743408203,0.31490451097488403,0.7128949165344238,0.2504411041736603,0.7221150994300842,0.27515411376953125,0.7046660780906677,0.3240276277065277,0.29974958300590515,0.31479179859161377,0.5773698091506958,0.3474837839603424,0.6445846557617188,0.3613351285457611,0.5847368836402893,0.48337358236312866,0.2962620258331299,0.46254128217697144,0.6005237698554993,0.47473132610321045,0.6446784734725952,0.4735080301761627,0.5703922510147095,0.6330558657646179,0.346683531999588,0.5961514115333557,0.6151233911514282,0.5921840667724609,0.6533466577529907,0.5943311452865601,0.6008296012878418,0.7604166865348816,0.42452892661094666,0.7286453247070312,0.6108068227767944,0.711001992225647,0.6475843191146851,0.7141926288604736,0.6106920838356018
fist,back,0.5549156665802002,0.6818490028381348,0.43510326743125916,0.698703408241272,0.31803858280181885,0.7040303945541382,0.2530149519443512,0.7144184112548828,0.27538394927978516,0.6990667581558228,0.3292659521102905,0.29481977224349976,0.3176356554031372,0.5710969567298889,0.3480140268802643,0.6427572965621948,0.36326491832733154,0.5867037773132324,0.4877263307571411,0.29284852743148804,0.46433961391448975,0.5955986380577087,0.4749605059623718,0.6479992270469666,0.4750045835971832,0.5795692205429077,0.635727047920227,0.34466737508773804,0.5971472859382629,0.6104754209518433,0.5917927026748657,0.655521035194397,0.5940154194831848,0.6087351441383362,0.7615530490875244,0.42336317896842957,0.7300280928611755,0.6055424809455872,0.7104732990264893,0.6474471092224121,0.7122743129730225,0.6166764497756958
fist,back,0.541572630405426,0.683872401714325,0.4264516532421112,0.6825183629989624,0.31576651334762573,0.6862043142318726,0.2550535202026367,0.7123309373855591,0.28843510150909424,0.7224148511886597,0.32641518115997314,0.30622541904449463,0.31369033455848694,0.5850802659988403,0.34719496965408325,0.6575530767440796,0.365607351064682,0.6088855862617493,0.4880514144897461,0.3072732985019684,0.4554812014102936,0.6328299641609192,0.4654993414878845,0.6864527463912964,0.4665641784667969,0.6354276537895203,0.6337683200836182,0.36486804485321045,0.5768424272537231,0.6592917442321777,0.5684689283370972,0.7100279331207275,0.5668348073959351,0.6746289730072021,0.7577283382415771,0.4510587453842163,0.7008949518203735,0.6623724699020386,0.6751183867454529,0.7101850509643555,0.6705098152160645,0.6860628724098206
fist,back,0.5611886382102966,0.668682336807251,0.4428403675556183,0.6878898739814758,0.32553917169570923,0.699555516242981,0.25730642676353455,0.7162896394729614,0.2697766423225403,0.6953409910202026,0.3385981023311615,0.3104243576526642,0.34141772985458374,0.5719580054283142,0.35308021306991577,0.6154190301895142,0.35427215695381165,0.5555431842803955,0.49126309156417847,0.3069228529930115,0.4822627305984497,0.6180388927459717,0.4733372926712036,0.6229767799377441,0.4581471085548401,0.5414420962333679,0.6326885223388672,0.3578201234340668,0.6006855964660645,0.6414519548416138,0.5755388140678406,0.644824743270874,0.5585965514183044,0.5797210931777954,0.7520452737808228,0.4404125511646271,0.7161511778831482,0.6425216794013977,0.6861768960952759,0.647405743598938,0.6711052656173706,0.5908569097518921
fist,back,0.5720688104629517,0.6585366725921631,0.4455103278160095,0.6778124570846558,0.32599762082099915,0.688052773475647,0.2566041946411133,0.7101771831512451,0.2769742012023926,0.6978237628936768,0.3449413776397705,0.30096063017845154,0.34754884243011475,0.5636115670204163,0.36770299077033997,0.6085388660430908,0.37134334444999695,0.5465958118438721,0.49867820739746094,0.3002987504005432,0.4819375276565552,0.6047481298446655,0.4811842739582062,0.6148346662521362,0.4707036018371582,0.5400574207305908,0.6404037475585938,0.3541991710662842,0.6017258167266846,0.6363498568534851,0.5827537775039673,0.6521627902984619,0.5711769461631775,0.5971030592918396,0.7612333297729492,0.4378485083580017,0.71728515625,0.6428892016410828,0.6899979114532471,0.659041166305542,0.6756136417388916,0.6121957302093506
